Estado_civil,Curso,Modalidad_asistencia,Nacionalidad,Cualificación_de_la_madre,Cualificación_del_padre,Desplazado,Necesidades_educativas_especiales,Deudor,Matrícula_al_día,Género,Titular_de_la_beca,Estudiante_internacional,Nota_primer_semestre,Nota_segundo_semestre,Tasa_de_desempleo,Rendimiento
Soltero/a,Tecnologías de Producción de Biocombustibles,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,Si,No,Masculino,No,No,12.363636363636363,12.25,11.1,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Doctorado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,10.666666666666666,11.5,15.5,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Maestría ,No,No,No,Si,Masculino,No,No,12.0,12.666666666666666,12.7,Dropout
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.857142857142858,13.166666666666666,12.7,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,Si,No,13.125,12.714285714285714,11.1,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,11.5,15.5,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,13.5,0.0,15.5,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,No,Masculino,No,No,15.090909090909092,15.0,11.1,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,12.4,11.8,7.6,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,No,Masculino,No,No,14.0,14.8,11.1,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Carrera de especialización tecnológica,Carrera de grado superior - Doctorado (3er ciclo),No,No,No,Si,Masculino,No,No,13.5,13.0,15.5,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Maestría ,No,No,No,Si,Masculino,No,No,12.65,10.666666666666666,16.2,Dropout
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Desconocido,Carrera de especialización tecnológica,Si,No,No,No,Masculino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,Si,No,13.333333333333334,12.8,9.4,Graduate
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,11.333333333333334,11.142857142857142,13.9,Dropout
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Desconocido,Carrera de especialización tecnológica,Si,No,No,Si,Masculino,No,No,0.0,0.0,9.4,Dropout
Casado/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,No,No,No,No,Masculino,No,No,11.666666666666666,10.5,7.6,Dropout
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.166666666666666,14.428571428571429,12.4,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,32,Si,No,No,Si,Masculino,No,No,13.333333333333334,12.75,11.1,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,11.4,11.0,7.6,Enrolled
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.142857142857142,0.0,16.2,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Licenciatura ,No,No,No,Si,Masculino,No,No,13.058823529411764,12.307692307692308,15.5,Graduate
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,11.75,10.5,15.5,Enrolled
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,11.833333333333334,10.0,8.9,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,12.4,11.8,13.9,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,13.428571428571429,11.5,13.9,Enrolled
Casado/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,11.0,13.4,15.5,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,Si,No,13.625,14.428571428571429,11.1,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,11.8,11.5,15.5,Enrolled
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Doctorado,Educación Superior - Doctorado,No,No,No,Si,Masculino,No,No,15.0,13.5,15.5,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,10.8,11.0,7.6,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Masculino,No,No,13.666666666666666,11.333333333333334,9.4,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.833333333333334,13.333333333333334,15.5,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,15.125,13.428571428571429,11.1,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,0.0,10.0,16.2,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Doctorado,No,No,No,Si,Masculino,No,No,11.4,11.0,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,12.25,11.0,9.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,No,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Doctorado,31,No,No,No,Si,Masculino,No,No,14.0,14.0,12.4,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.333333333333334,10.8,16.2,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,Si,Si,Masculino,Si,No,10.666666666666666,11.0,15.5,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,Si,No,No,Si,Masculino,No,No,11.833333333333334,14.714285714285714,12.4,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,11.666666666666666,12.166666666666666,7.6,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,No,Masculino,No,No,13.0,0.0,12.7,Dropout
divorciado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,13.0,14.2,8.9,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,13.857142857142858,14.0,13.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,13.391666666666666,12.4875,12.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Desconocido,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,12.75,0.0,7.6,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,14.5,14.6,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,12.166666666666666,12.166666666666666,12.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,15.4,15.6,12.7,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,13.333333333333334,16.0,16.2,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,12.7,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,13.714285714285714,14.714285714285714,16.2,Graduate
divorciado/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,12.25,0.0,8.9,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Licenciatura ,No,No,No,Si,Masculino,No,No,16.0,16.5,13.9,Enrolled
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,11.0,13.0,9.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,14.085714285714284,14.085714285714284,7.6,Enrolled
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,10.166666666666666,10.5,12.7,Graduate
Casado/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,10.0,0.0,8.9,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,0.0,10.0,7.6,Enrolled
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,No,Masculino,No,No,10.5,10.666666666666666,9.4,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,0.0,0.0,12.7,Graduate
Casado/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,No,Masculino,Si,No,0.0,0.0,15.5,Dropout
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Masculino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,13.333333333333334,12.4,12.4,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,11º Año de Escolaridad - No Concluido,11º Año de Escolaridad - No Concluido,Si,No,No,Si,Masculino,Si,No,0.0,0.0,9.4,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,Si,No,13.571428571428571,14.333333333333334,12.4,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,Si,No,12.833333333333334,11.166666666666666,11.1,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,10.25,11.2,15.5,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,Si,Si,Masculino,No,No,14.5,13.333333333333334,11.1,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,15.8,13.714285714285714,11.1,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,No,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,12.5,14.666666666666666,7.6,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Superior - Maestría ,No,No,No,Si,Masculino,No,No,11.666666666666666,11.5,15.5,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,13.0,13.0,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,12.12142857142857,11.50625,12.4,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,14.22222222222222,13.75,8.9,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.5,13.25,13.9,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.166666666666666,15.285714285714286,12.4,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,Si,No,Si,Masculino,Si,No,0.0,0.0,12.4,Dropout
divorciado/a,Turismo ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,12.666666666666666,11.5,12.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,13.614285714285714,13.614285714285714,12.7,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.857142857142858,14.3,16.2,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,14.0,14.2,7.6,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,14.75,11.8,12.7,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,13.625,14.285714285714286,11.1,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,7.6,Graduate
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,11.8,11.875,16.2,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,15.125,14.6,16.2,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,11.5,10.5,9.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,Si,Si,Masculino,No,No,10.0,11.0,8.9,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Frecuencia de Educación Superior,No,No,No,Si,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,10.333333333333334,12.8,12.4,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,0.0,11.666666666666666,10.8,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,Si,No,12.0,12.5,15.5,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,13.833333333333334,14.5,8.9,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,Si,Si,Masculino,No,No,12.153846153846152,11.909090909090908,11.1,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Otro - 11º Año de Escolaridad,Otro - 11º Año de Escolaridad,Si,No,No,Si,Masculino,No,No,14.0,13.666666666666666,12.4,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,Si,No,No,No,Masculino,No,No,16.5,13.8,11.1,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,18.0,13.333333333333334,10.8,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,11.285714285714286,11.77777777777778,16.2,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,Si,No,No,Si,Masculino,Si,No,0.0,0.0,9.4,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Grado,Carrera de grado superior - Doctorado (3er ciclo),Si,Si,No,Si,Masculino,No,No,0.0,0.0,10.8,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,14.0,12.0,11.1,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,13.75,12.0,9.4,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,13.25,11.0,12.7,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,Si,No,14.25,14.75,12.7,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Educación Superior - Maestría ,No,No,No,No,Masculino,No,No,11.25,11.333333333333334,7.6,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,13.5,12.5,12.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,Si,No,12.666666666666666,12.857142857142858,16.2,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,Si,No,15.166666666666666,12.333333333333334,12.4,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,13.166666666666666,15.142857142857142,11.1,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,Si,Masculino,No,No,11.8,11.444444444444445,8.9,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,11.5,0.0,13.9,Enrolled
